EST;X688_arroz_1;X688_arroz_2;X688_arroz_3;X688_milho_1;X688_milho_2;X688_milho_3;CNPA_arroz_1;CNPA_arroz_2;CNPA_arroz_3;CNPA_milho_1;CNPA_milho_2;CNPA_milho_3;dieta_arroz_1;dieta_arroz_2;dieta_arroz_3;dieta_milho_1;dieta_milho_2;dieta_milho_3;fm993_arroz_1;fm993_arroz_2;fm993_arroz_3;fm993_milho_1;fm993_milho_2;fm993_milho_3;puita_arroz_1;puita_arroz_2;puita_arroz_3;puita_milho_1;puita_milho_2;puita_milho_3
SF1P06738-5-1;1.24;0.17;0;3.85;1.21;0;0.19;0.62;0.83;1.55;1.25;4.43;0.46;1.05;0.31;1.46;3.02;2.13;1.24;0.74;0;1.57;3.29;0;0.86;1.32;0.24;0.8;4.47;0.24
SF1P06739-5-1;1.64;0.85;0;1.76;0.8;0;1.13;2.49;2.06;1.89;2.96;2.11;0.47;1.19;1.35;0.69;1.67;2.27;2;1.94;0;2.32;1.12;0;2.36;2.04;0.61;1.69;1.93;0
SF1P06746-5-1;12.25;6.02;0;13.62;16.67;0;2.63;2.27;14.92;25.27;5.21;11.83;5.76;18.16;0.44;8.83;24.52;3.44;16.33;22.17;0;20.63;46.67;0;2.23;56.59;8.43;2.33;22.4;2.07
SF1P06750-5-1;11.31;18.28;0;11.93;15.71;0;12.1;14.07;16.79;16.89;13.99;12.65;19.27;13.58;13.27;15.89;18.2;14.3;14.97;11.91;0.03;14.71;15.51;0;13.82;22.95;17.6;14.33;13.94;1.02
SF1P06751-5-1;0;0;42.93;0;0;12.22;0;0;0;0;0;0.15;0;0;0;0;0;0;0;0;70.44;0;0;12.46;0;0;0.21;0;0;57.77
SF1P06754-5-1;79.5;155.14;33.42;127.32;425.35;13.65;514.2;159.94;183.64;387.26;273.61;182.13;144.84;462.62;32.34;286.55;474.2;144.51;199.54;66.06;25.33;223.73;130.54;10.29;109.02;198.71;206.75;186.52;228.37;28.47
SF1P06763-5-1;0;0;6.64;0;0;306.1;0;0;0;0.54;0;0.55;0;0;0;0;0;0;0;0.41;894.75;0;0;28.47;0;0;0;0;0;755.26
SF1P06767-5-1;28.76;18.98;0;50.81;48.16;0;16.11;20.45;14.49;23.36;40.89;29.33;18.92;14.61;20.03;52.99;34.06;40.8;16.23;33.04;0.03;18.17;41.97;0;20.35;10.92;23.97;62.61;27.25;6.85
SF1P06773-5-1;13;9.6;17.18;51.29;23.53;12.59;6.14;9.06;9.95;23.12;17.22;14.87;11.03;13.25;7.96;37.43;12.85;4.77;10.93;17.82;30.6;9.86;26.31;15.44;6.13;51.85;8.12;19.16;11.79;28.67
SF1P06789-5-1;40.83;49.09;0;20.33;4.4;0;5.82;3.83;13.64;8.74;1.82;21.18;25.48;8.7;15.32;4.67;29.92;31.93;21.81;33.87;0.33;12.08;16.58;0;13.69;9.84;12.81;26;9.68;0.52
SF1P06791-5-1;92.37;40.39;0.08;83.1;54.89;0.19;54.45;101.19;105.16;92.41;119.66;158.38;33.7;48.33;137.86;38.76;83.46;127.91;83.16;75.61;0.28;111.22;77.23;0.07;147.38;71.26;42.64;101.45;97.2;8.07
SF1P06792-5-1;20.76;8.39;0;25.35;12.1;0;4.73;0.54;13.88;29.66;3.54;13.76;6.36;12.99;1.62;7.06;28.33;6.22;23.66;39.64;0.2;27.26;61.14;0;1.35;55.41;9.45;0.52;28.1;4.09
SF1P06794-5-1;0.21;0.16;0;3.64;10.86;0;0.39;0.33;0.31;15.01;0.88;5.56;0.18;0;0.35;11.37;7.62;1.81;0.5;0.28;0;2.95;0.68;0;0.38;0.48;0.07;1.83;7.06;0.26
SF1P06802-5-1;0;0;1.32;0;0;2.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.28;0;0;1.13;0;0;0;0;0;4.6
SF1P06812-5-1;3.5;1.59;0.08;3.21;0.87;0.07;1.43;4.64;4.3;1.19;5.32;1.56;1.29;0.96;4.74;1.21;1.28;3.62;1.89;2.31;0.3;1.78;2.74;0;3.63;1.87;2.2;3.85;1.64;0.29
SF1P06816-5-1;5.69;34.9;0;6.71;28.28;0;30.92;13.49;14.89;24.45;6.11;19.81;23.09;22.5;18.84;26.91;20.14;6.48;12.66;6.21;0.06;21.04;9.42;0;10.02;10.61;29.81;16.8;27.62;1.32
SF1P06825-5-1;275.48;126.15;0.39;332.07;179.85;0.35;319.42;338.6;320.06;276.41;413.92;310.69;108.94;384.03;320.6;106.6;303.61;487.34;385.07;292.24;0.43;358.27;282.3;0.13;449.4;312.78;129.53;348.53;294.63;22.61
SF1P06831-5-1;20.12;57.32;65.18;23.11;76.87;113.81;17.95;19.04;25.68;28.38;28.86;21.43;41.8;16.72;20.59;94.22;36.67;20.71;24.04;20.36;75.97;25.27;23.44;134.72;20.6;19.99;48.76;25.71;27.22;75.94
SF1P06838-5-1;23.31;7.73;0;33.93;21.94;0;3.54;1.2;24.31;42.33;5.07;23.05;8.96;26.85;1.41;11.05;44.68;4.8;32.69;42.57;0.55;41.52;93.42;0;0.93;89.43;12.25;0;42;5.56
SF1P06839-5-1;35.59;80.09;0;16.15;54.45;0.07;28.15;14.88;29.09;13;12.32;2.86;120.07;20.72;20.58;76.25;12.69;6.27;11.68;31.95;0.07;7.09;20.82;0.07;11.24;7.38;85.25;14.51;15.97;2.13
SF1P06851-5-1;7.21;7.96;0;10.55;20.69;0;2.96;0.68;15.36;15.24;2.57;2.96;7.02;24.24;0.15;10.54;16.14;2.46;11.64;13.94;0.07;11.27;24.76;0;0.43;59.88;8.04;0.09;12.37;0.86
SF1P06853-5-1;10.26;27.77;0;3.09;1.96;0;7.6;5.94;9.38;4.04;2.54;1.89;33.84;6.38;7.86;2.59;3.4;1.41;5.99;11.69;0;4.34;4.33;0;3.1;5.35;33.06;2.75;7;0.38
SF1P06859-5-1;0;0;15.53;0;0;14.81;0;0.1;0;0.29;0;0;0;0;0;0;0;0;0;0;11.82;0;0;17.01;0;0;0;0;0;8.81
SF1P06860-5-1;3.18;1.76;0;5.72;5.55;0;0.9;0.45;3.62;7.19;2.12;2.55;0.76;7.47;0;4.09;6.22;0.52;3.92;7.31;0;5.91;16.75;0;0.17;19.2;2.2;0.19;7.8;0.47
SF1P06863-5-1;1.22;1.62;11.31;0.68;1.19;6.11;2.21;1.11;0.71;1.22;1.03;1.29;3.01;1.52;0.62;1.61;1.81;0.52;1.22;0.72;10.27;1.76;1.62;5.09;0;3.57;2.68;2.36;1.02;8.24
SF1P06864-5-1;0.46;4.17;0;0.57;2;0;2.03;0.84;1.1;0.97;0.5;0.67;3.64;1.18;0;3.27;0.65;0.16;0.59;0.39;0.05;0.7;0.78;0;0.32;0.67;2.86;0.36;1.5;0
SF1P06867-5-1;0;1.1;0;0;0.68;0;0;0;1.19;0;0;0;1.29;0;0;1.59;0.69;0;0;0.61;0;0.51;1;0;0;0;1.23;0;1.08;0
SF1P06869-5-1;27.9;74.96;0;38.57;59.99;0;29.34;11.76;37.77;50.05;27.43;34.57;58.44;21.14;14.91;100.34;81.52;6.68;31.08;21.27;0;26.43;35.76;0;7.08;16.05;72.17;12.23;25.9;2.7
SF1P06871-5-1;1.51;0;0;0;0;0;1.54;0.21;0;0;0.42;0;0.96;1.34;0;0.19;0.41;0;0.51;2.59;0;0.31;0;0;0.7;0.74;0.24;0;0.85;0
SF1P06873-5-1;11.68;11.39;15.81;6.16;10.66;14.06;19.79;5.74;21.34;23.85;5.78;25.15;10.79;8.41;3.45;19.11;20.48;6.01;22.28;9.92;5.93;24.36;5.49;9.44;2.84;11.83;8.55;7;20.4;5.92
SF1P06888-5-1;8.68;11.71;0;2.14;1.18;0;1.86;0.12;0.64;1.63;0.12;1.39;4.6;0.9;3.15;1;1.31;2.51;1.44;11.54;0;0.87;1.58;0;1.51;0.69;2.62;0.47;1.21;0.14
SF1P06890-5-1;0.07;0;0;5.57;0.33;0;0.1;5.04;0;0;0.23;0.05;0;0;0;0.05;0.55;0.29;0;0.2;0;0.16;0;0;0.28;0;0.88;5.4;0.22;0
SF1P06892-5-1;15.85;9.22;0;20;12.25;0;2.52;2;25.02;32.32;4.57;12.52;7.06;26.35;0.38;9.01;32.07;2.58;23.22;19.88;0.18;22.53;45.3;0;1.47;89.58;9.81;0;29.06;3.08
SF1P06900-5-1;7.37;14.53;215.36;22.21;35.82;85.73;11.82;6.63;17.52;26.26;42.35;59.6;11.91;7.41;6.34;52.62;41.57;22.98;12.94;7.84;160.7;34.95;24.28;100.29;8.4;7.93;13.27;31.31;32.72;157.61
SF1P06906-5-1;13.5;7.51;0;20;21.13;0;2.96;1.57;18.01;28.65;4.27;13.54;6.08;19.8;0.54;9.58;31.27;3.66;21.75;27.04;0;25.27;70.31;0;0.59;72.61;10.35;0;31.1;3.45
SF1P06909-5-1;0;0;5.73;0;0;4.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.54;0.02;0;3.95;0;0;0;0;0;6.23
SF1P06920-5-1;2.73;0.76;0;7.67;0.93;0;0.87;0.12;1.26;8.59;0;2.51;0.11;0.26;0.36;0.53;6.87;2.46;4.88;14.69;0;2.43;12.48;0;0.4;2.64;0.41;0;1.33;0.14
SF1P06921-5-1;0.29;0.35;0;0.56;0.52;0;0.24;1.23;0.33;0.4;1.41;0.28;0.62;0.29;0.42;0.54;0.21;0.7;0.32;0.1;0;0.44;0.16;0;0.8;0.47;0.28;0.73;0.27;0
SF1P06925-5-1;52.88;26.01;0;43.11;67.37;0.01;107.84;60.57;49.8;42.4;88.78;34.71;32.62;80.26;8.05;26.01;34.25;54.76;54.13;36.11;0.13;64.91;51.17;0.02;49.43;52.86;24.76;34.68;62.36;4.04
SF1P06931-5-1;1.76;2.19;0;1.91;1.71;0;1.14;1.71;2.55;2.53;1.85;1.64;1.78;1.5;2.28;1.59;2.08;1.47;2.08;1.67;0;2.26;3.41;0;2.39;4.56;2.08;1.24;1.95;0.17
SF1P06932-5-1;10.3;6.94;0;12.29;11.76;0;5.02;14.25;14.67;14.87;23.17;14.5;8.47;8.57;16.99;9.17;19.2;23.59;10.32;7.84;0;12.34;17.35;0;20.32;15.18;8.67;27.07;13.18;1.23
SF1P06938-5-1;23.88;51.25;6.1;7.69;16.5;6.29;61.4;29.43;34.91;13.57;10.06;3.89;55.17;68.31;6.52;17.19;8.29;6.06;40.02;26.72;9.43;21.49;7.25;11.54;15.64;51.66;60.49;3.26;20.49;9.62
SF1P06942-5-1;8.08;12.08;14.52;9.11;18.56;20.48;15.5;11.51;17.24;12.5;13.9;10.65;16.02;19.4;0.98;16.28;14.34;7.74;14.23;4.63;19.69;13.92;7.83;21.51;8.3;18.69;13.87;5.42;16.41;17.98
SF1P06944-5-1;8.56;42.48;0;7.91;45.47;0;15.12;13.6;19.26;22.09;9.87;11.56;44.77;9.5;23.39;38.33;13.28;7.28;23.03;13.18;0;13.59;6.71;0;11.51;5.16;36.35;10.68;15.55;1.73
SF1P06950-5-1;0;0;0.37;0;0;1.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.95;0;0;1.94;0;0;0;0;0;1.04
SF1P06953-5-1;0;1.11;9.9;0.43;0.27;5.74;1;1.17;1.47;0.62;0.56;0.41;1.37;1.19;0.42;0.49;1.1;0;0.5;0.12;8.16;0.8;0.7;3.56;0.93;1.7;1.03;0;0.56;6.65
SF1P06960-5-1;13.56;12.44;0;15.85;24.25;0;3.24;50.11;22.09;4.84;9.57;2.53;24.99;10.48;0;0;6.25;7.62;26.76;2.68;0;9.54;2.25;0;10.88;20.77;12.98;0;5.61;0
SF1P06963-5-1;17.57;42.23;113.74;1.87;5.15;100.96;60.46;33.6;37.54;15.21;0;0.5;49.79;35.41;4.05;1.52;2.66;0;31.04;13.23;88.54;17.98;4.5;77.51;17.44;44.29;49.7;2.14;13.86;84.8
SF1P06974-5-1;7.55;2.34;0;4.16;1.8;0;0;0;3.83;7.69;0;2.75;1.35;5.52;0;0.82;4.74;0;5.78;8.16;0;5.39;10.64;0;0;17.33;1.27;0;6.93;0.21
SF1P06978-5-1;24.05;67.93;0;28.37;25.74;0.12;19.79;42.48;25.57;30.32;41.44;21.32;44.51;18.64;96.23;35.75;20.54;50.32;20.2;28.55;0;20.7;30.51;0;37.75;20.98;64.91;31.69;30.33;3.62
SF1P06981-5-1;0;0;14.96;0;0;11.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.44;0;0;7.94;0;0;0;0;0;17.18
SF1P06983-5-1;0.49;1.75;0;1.18;3.63;0;0.5;1.7;2.91;4.5;4.33;2.67;3.25;0.3;0.93;2.38;4.19;5.63;1.46;1.45;0;4.2;3.19;0;0.92;4.2;1.15;1.58;3.3;0.16
SF1P06990-5-1;23.06;15.5;0;48.34;42.03;0;3.43;1.19;31.71;38.38;5.6;21.8;14.13;24.02;0.49;17.76;46.45;3.71;25.66;31.16;0.26;32.39;114.35;0;1.74;86.11;23.69;0;39.46;4.85
SF1P06992-5-1;5.53;2.34;0;7.28;7.71;0;1.45;0.8;5.59;16.52;9.51;11.32;2.4;8.11;0.15;4.51;23.36;0.74;5.89;10.79;0;10.1;25.56;0;0.08;23.68;4.24;0.55;14.45;1.78
SF1P07007-5-1;2.52;1.99;0;3;1.63;0;0.77;2.92;2.53;4.36;1.26;2.93;1.53;2.24;3.1;0.75;1.24;1.06;2.53;3.33;0;2.14;2.41;0;1.76;2.23;1.45;3.22;2.77;0
SF1P07008-5-1;5.8;11.88;0;6.68;7.85;0;13.47;3.3;11;10.73;3.8;10.05;11.3;8.04;5.72;10.71;10.8;3.24;6.63;2.95;0;10.27;5.06;0;1.46;6.37;11.63;3.12;11.79;0.42
SF1P07014-5-1;7.06;1.63;1.72;3.7;1.74;2.34;1.4;2.17;4.68;0.38;2.58;5.35;2.2;3.55;5.01;1.81;2.53;10.49;5.21;5.9;2.54;5.03;3.88;2.39;7.27;3.27;1.32;2.96;3.1;2.63
SF1P07023-5-1;0.25;0.17;0;0;0.41;0;0;0.21;0.19;0;0.43;0.09;0;0;0.32;0;0;0;0;0;0;0.23;0.61;0;0.53;0;0;0;0.32;0
SF1P07026-5-1;5.77;4.76;0;6.2;3.86;0;2.6;4.34;7.23;5.33;6.85;5;4.57;3.44;5.09;3.81;7.82;7.75;6.47;6.78;0;5.17;9.95;0;3.77;10.49;4.43;4.8;6.27;0.68
SF1P07031-5-1;3.4;4.02;0;3.32;2.73;0;2.26;4.65;5.63;3.51;5.09;4.4;3.15;3.92;4.01;2.27;4.67;2.26;4.25;4.83;0.07;4.67;4.84;0;5.3;7.69;4.37;3.37;4.39;0.28
SF1P07037-5-1;0;0;13.39;0;0;29.61;0;0;0;0;0;0.14;0;0;0;0;0;0;0;0;17.83;0.12;0;15.81;0;0;0.19;0;0;17.28
SF1P07046-5-1;13.36;21;0;11.91;11.84;0;10.81;6.35;8.51;18.58;7.77;13.33;10.76;6.34;13.77;8.95;11.43;12.87;8.9;16.82;0;8.3;13.49;0;14.89;6.16;11.57;9.71;13.34;1.04
SF1P07048-5-1;0.51;1.7;0;0.66;0.83;0;2.12;1.69;1.67;1.59;2.36;1.07;3.64;2.27;0;2.06;1.26;1.64;0.76;1.32;0;1.08;0.77;0;1.78;1.78;1.58;1.64;2.03;0
SF1P07069-5-1;0.83;3.89;1.47;0.5;4.01;2.67;3.93;1.2;1.65;1.43;0.96;0.59;4.87;2.68;0.34;4.75;1.28;0.91;1.38;1.01;0.26;1.34;1.2;1.54;0.57;2.7;3.28;0.34;1.75;2.06
SF1P07071-5-1;1.48;1.81;0;1.18;2.31;0;1.12;0.91;2.45;3.5;1.34;1.46;1.36;2.07;0.84;1.68;3.22;1.42;2.58;1.56;0;2.53;3.3;0;1.13;6.33;1.84;0.83;2.53;0.12
SF1P07079-5-1;1.13;1.98;1.28;2.1;2.75;1.68;1.88;3.47;3.98;2.85;4.23;1.89;2.29;3.02;1.04;2.37;2.97;3.54;2.26;1.1;1.49;2.85;3.4;1.83;1.73;5.29;2.33;1.55;2.88;1.29
SF1P07084-5-1;0;0;793.26;0;0.46;476.27;0;0;0.59;0;0;1.4;0;0;1;0;0;0.34;0.16;0.6;1182.11;0.89;0;280.4;0;0;0.15;0;0.36;993.12
SF1P07090-5-1;15.5;17.6;0;15.5;10.89;0;10.08;14.56;17.75;17.4;12.02;22.68;18.2;9.13;18.91;11;21.03;16.27;13.77;10.38;0.16;15.01;13.89;0;17.98;15.86;14.09;12.74;16.25;0.46
SF1P07094-5-1;0.56;0.37;0;0.4;0.23;0;0.35;0.73;0.82;0.58;0.55;0.5;0.38;0.66;0.24;0.14;0.61;0.61;0.65;0.62;0;0.61;0.79;0;0.71;0.71;0.49;0.6;0.62;0.05
SF1P07100-5-1;0.12;0.37;0.52;0.13;0.33;0.12;0.41;0.06;0.15;0.19;0.08;0.09;0.2;0.31;0;0.35;0.21;0.33;0.05;0.07;0.69;0.09;0.15;0.38;0.14;0.27;0.41;0;0.23;0.42
SF1P07114-5-1;8.77;9.4;0;8.8;12.08;0;4.03;3.63;9.5;15.47;4.65;5.24;8.63;13.58;2.67;8.62;15.07;6.17;7.77;13.45;0;9.84;25.7;0;2.78;33.34;7.72;2.77;11.26;1.28
SF1P07115-5-1;2.02;5.62;0;2.05;7.13;0;3.73;1.6;4.82;5.38;3.37;2.67;5.41;5.23;0.7;6.07;3.69;1.51;4.06;2.96;0;4.47;3.45;0;1.81;13.74;5.32;1.25;4.57;0.21
SF1P07117-5-1;1.25;2.07;0;0.84;1.31;0;4.49;7.24;5.88;2.69;7.19;9.32;2.23;7.21;5.47;0.31;6.45;11.44;8.41;2.56;0.13;6.96;2.09;0;4.34;9.35;2.53;11.29;2.1;0.64
SF1P07127-5-1;4.54;4.26;0;2.64;3.18;0;4.23;3.57;4.1;3.53;2.95;2.82;4.45;3.49;3.44;3.33;3.7;4.22;3.51;3.78;0;3.62;2.18;0;5.02;3.7;3.53;2.87;3.17;0.26
SF1P07131-5-1;0.67;0.18;0;1.51;1.96;0;0;0.11;0.79;1.34;0.23;0.66;0.31;1.07;0;0.63;2.54;0.29;0.8;1.7;0;1.68;5.03;0;0;2.84;0.45;0;1.68;0.26
SF1P07135-5-1;0;0;1.25;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.61;0;0;1.24;0;0;0;0;0;1.52
SF1P07138-5-1;0.31;0.08;0;14.89;18.96;0;0.09;0.57;1.1;38.09;6.61;23.39;0.09;0;0.16;12.12;53.14;2.43;4.07;0.83;0.31;21.9;137.5;0;1.38;2.13;0.12;0.4;28.14;6.47
SF1P07141-5-1;1.12;1.16;0;1.57;2.34;0;1.17;1.18;1.54;2.16;2.23;2.02;1.07;1.44;1.26;1.45;2.82;1.38;1.94;1.68;0;2.41;3.34;0;1.43;2.38;1.21;0.93;2.72;0.09
SF1P07143-5-1;5.78;5.57;1.24;8.02;7.04;2.11;4.82;6.08;7.17;6.62;9.58;10.95;4.44;5.16;9.1;5.2;7.97;14.42;8.15;5.36;1.25;9.13;10.35;1.54;6.95;5.74;5.09;10.91;8.89;1.09
SF1P07148-5-1;1.95;2.55;0;4.39;4.19;0;0;0;5.09;7.19;2.16;1.54;0.99;5.76;0;0.97;4.78;0;6.5;9.81;0;3.36;7.72;0;0;14.63;1.25;0;4.68;0.62
SF1P07155-5-1;24.51;10.42;0;34.27;35.53;0;6.47;3.23;25.55;44.89;12.06;23.54;7.44;35.03;2.06;18.97;67.36;9.99;36.85;49.41;0.41;50.02;148.62;0;1.42;106.02;16.1;0.58;49.95;7.92
SF1P07161-5-1;0.29;0.58;2.61;0;1.41;2.16;0.66;0.12;0;0;0;0.3;0.11;0.26;0;0.85;0.48;0;0;0.43;2.24;0.17;0.17;5.87;0;0.43;0.41;0;0.12;1.21
SF1P07163-5-1;6.86;1.72;0;8.43;5.66;0;2.7;0.66;6.56;12.42;1.68;2.94;1.19;6.56;0.25;2.33;8.2;2.14;8.52;10.34;0;10.46;17.37;0;0.41;24.6;4.27;0;5.75;0.49
SF1P07167-5-1;4.36;4.77;0;4.13;4.96;0;3.31;6.16;8.21;7.46;8.01;4.01;5.11;3.87;7.36;4.35;6.18;8.34;4.96;5.17;0;5.08;4.73;0;7.75;5.06;4.06;7.26;4.39;0.15
SF1P07175-5-1;0.36;0.12;0;0.69;0.59;0;0.18;0.15;1.26;1.53;0.41;0.3;0.29;1.19;0.24;0.46;0.6;0.53;1.02;1.18;0;1.05;1.74;0;0.17;2.37;0.29;0.2;1.06;0.09
SF1P07178-5-1;0;0;5.69;0;0;4.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.89;0;0;3.99;0;0;0;0;0;5.37
SF1P07181-5-1;3.65;1.06;0;5.98;1.44;0;1.08;3.77;3.15;6.16;5.65;7.37;0.81;1.23;2.51;0.79;7.64;6.81;5.89;6.14;0;7.77;10.74;0;4.94;5.38;1.42;7.96;7.35;0.68
SF1P07197-5-1;12.88;5.47;0;11.45;11.98;0;2.72;0.86;14.16;23.48;2.69;7.41;4.05;15.77;0.18;6.63;17.74;2.71;14.31;18.61;0.64;17.33;37.05;0;0.77;48.86;9;0.45;19.55;1.71
SF1P07202-5-1;9.74;7.76;0;9.16;5.51;0;1.83;1.84;6.54;4.24;1.17;6.24;10.37;1.55;1.94;4.62;4.16;4.54;2.75;3.17;0;4.61;11.52;0;1.99;1.96;8.44;4.49;5.14;0.88
SF1P07210-5-1;1;2.46;11.24;1.05;2.56;7.26;3.97;0.72;1.88;2.01;1.19;0.84;2.19;2.15;0;2.57;2.59;0.88;1.46;0.55;7.2;1.99;0.77;8.35;0.7;1.53;2.04;0.22;1.62;5.72
SF1P07220-5-1;0;0;0;0;4.39;0;0;0;0;13.52;2.25;4.45;0;0;0;0;6.63;0;0;0;0;3.34;4.78;0;0;1.04;0;8.42;2.53;0
SF1P07221-5-1;1633.65;1151.25;0.43;1760.8;731.11;0.35;705.35;1575.53;1340.73;1111.92;1390.93;1274.54;1043.63;806.25;2481.68;785.95;1267.98;2101.7;1391.9;1570.13;3.92;1145.11;1366.77;0.25;2002.96;977.03;973.9;2331.6;1163.58;172.51
SF1P07230-5-1;4.2;2.94;0;4.86;3.1;0;2.04;4.21;5.45;4.48;5.49;6.3;2.36;3.95;5.07;2.7;5.43;7.64;4.18;5.12;0;6.03;5.81;0;5.04;5.63;2.45;5.11;5.57;0.38
SF1P07246-5-1;9.05;5.03;0;9.45;11.8;0;3.04;0.78;12.12;22.19;3.17;8.73;3.81;14.61;0;5.78;21.48;2.04;13.34;13.51;0;17.45;29.3;0;0.47;50.63;4.74;0;17.22;1.06
SF1P07255-5-1;0.23;2.05;4.82;0.29;1.54;1.33;0.25;0.27;1.18;1.2;0.86;0.45;0.78;0.66;0;1.78;0.53;2.06;0.68;0.71;4.56;0.64;1.4;0.7;0;1.31;2.14;0;1.1;3.09
SF1P07265-5-1;0;0;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.51;0;0;0;0;0;0;0;0;3.18
SF1P07266-5-1;7.96;6.81;0;5.43;2.94;0;10.04;7.51;7.52;5.63;6.47;9.22;7.36;7.28;18.04;4.05;5.23;12.53;5.01;11.03;0;5.11;5.99;0;15.24;3.49;9.58;7.99;5.76;0.66
SF1P07272-5-1;6.02;3.72;0.12;6.34;7.93;0;2.5;0.14;6.27;11.32;1.62;3.88;3.13;10.4;0.22;3.69;8.9;0.38;8.66;10.75;0;8.57;19.18;0;0;33;5.73;0;9.55;1.37
SF1P07279-5-1;0.81;5.3;9.96;1.5;3.03;18.53;2.73;1.86;2.11;1.55;2.1;1.16;6.97;1.87;0.25;5.79;1.18;0.62;1.89;0.93;15.46;1.94;1.27;15.13;1.59;1.43;5;1.08;1.99;11.95
SF1P07280-5-1;3.82;2.22;0;3.83;8.4;0;2.78;1.63;2.64;2.69;9.44;12.03;0.68;1.59;7.34;3.6;6.72;7.13;11.08;4.93;0;12.55;4.17;0;7.32;1.87;1.77;6.59;5.09;0.21
SF1P07283-5-1;1.13;0.52;10.69;2.7;3.9;10.93;0.29;1;0.92;4.18;3.66;3.92;0.87;0.58;1;3.63;3.22;3.94;1.29;0.48;9.34;3.02;3.61;9.27;0.63;1.01;0.99;3.14;3.83;8.69
SF1P07285-5-1;0;0;3.15;0;0;7.13;0;0;0;0;0;0.03;0;0;0;0;0;0;0;0;3.82;0.02;0;7.29;0;0;0;0;0;5
SF1P07297-5-1;10.48;10.8;0;7.32;17.43;0;10.38;15.74;22.22;21.16;21.19;12.5;13.32;7.34;14.82;15.22;26.11;11.25;17.7;8.51;0;13.87;8.17;0;14.07;15.28;11.58;18.08;8.17;1.1
SF1P07298-5-1;2.09;3.08;0;2.47;5.33;0;0.53;1.66;5.68;4.9;2.49;0.78;3.27;5.1;0.76;4.3;4.33;1.87;4.5;4.45;0;4.18;6.45;0;0.78;19.84;3.23;0.57;3.95;0.35
SF1P07306-5-1;0;0;5.59;0;0;6.63;0;0;0;0;0;0;0;0;0;0;0;0;0.22;0.16;7.1;0;0;9.64;0;0;0;0;0;8.64
SF1P07312-5-1;2.12;11.6;14.48;1.63;8.14;18.02;1.98;1.23;1.69;3.94;1.63;1.64;7.45;1.59;1.1;9.47;2.17;2.41;2.11;2.54;21.17;1.63;3.64;12.94;0.72;2.23;7.29;1.24;2.76;17.78
SF1P07313-5-1;19.13;3.64;0.08;128.7;15.95;0.07;8.84;5.11;10.99;55.76;40.09;41.3;6.46;3.44;16.11;29.37;83.45;39.21;12.39;13.64;0.21;18.59;59.48;0;11.42;3.83;2.73;48.22;55.82;11.96
SF1P07321-5-1;45.75;34.59;0;10.71;18.46;0;18.38;31.97;47.22;18.31;17.74;32.58;46.39;13.74;94.04;19.28;40.73;55.61;40.96;50.96;0;18.88;8.94;0;95.16;31.68;21.38;39.26;8.2;0.19
SF1P07328-5-1;14.64;2.91;0;24.07;19.89;0;0.32;0.11;3.31;38.83;1.86;6.13;1.48;2.01;0;4.44;19.69;0.99;4.82;16.1;0;13.78;102.46;0;0.19;22.98;11.74;0;34.17;2.46
SF1P07332-5-1;23.63;35.05;0;12.76;35.27;0;14.24;11.96;11.77;16.64;11.72;11.27;22.63;9.75;20.82;32.74;22.88;9.54;15.06;23.21;0;12.79;12.35;0;15.47;7.01;19.96;24.73;14.55;1.1
SF1P07338-5-1;1.62;5.68;0.03;2.62;3.1;0;3.44;3.55;4.03;2.53;3.85;1.96;6.2;3.93;4.32;6.06;3.89;5.46;2.2;1.88;0;2.83;3.15;0;4.43;3.2;5.23;5.04;2.26;0.15
SF1P07342-5-1;0.81;1.08;0;0.65;0.1;0;0.75;0.31;1.83;0.31;0.21;0.35;1.02;1.11;0;0.23;0.21;0.54;0.74;0.46;0;0.37;0.3;0;0.69;1;0.89;0;0.83;0
SF1P07357-5-1;4.54;1.33;0;4.71;1.75;0;1.19;2.02;2.53;1.87;2.18;4.31;1.15;0.77;6.48;0.94;2.9;6.36;2.53;4.81;0;1.59;5.13;0;6.34;2.57;0.97;8.85;2.56;0.28
SF1P07360-5-1;4.28;1.78;0;4.63;3.45;0;0.74;0.61;5.82;8.4;1.83;3.79;1.14;5.45;0.38;2.76;9.02;1.72;5.67;5.29;0;7.95;15;0;0.34;17.33;2.77;0;8.63;1.02
SF1P07368-5-1;1.67;0.39;0;0.51;0;0;0;2.03;1.44;0.49;1.16;1.24;0.29;0.35;2.24;0.29;0.32;1.27;1.37;1.6;0;1.41;0.71;0;3.41;0.93;0.19;1.27;0.57;0.38
SF1P07374-5-1;0.47;0.78;0;0.91;0.85;0;0.44;0.29;1.12;0.88;0.59;0.46;0.52;0;0;1.1;1.83;0.25;0.58;0.09;0;0.44;0.14;0;0;0.21;0.17;2.45;0.78;0
