EST;X688_arroz_1;X688_arroz_2;X688_arroz_3;X688_milho_1;X688_milho_2;X688_milho_3;CNPA_arroz_1;CNPA_arroz_2;CNPA_arroz_3;CNPA_milho_1;CNPA_milho_2;CNPA_milho_3;dieta_arroz_1;dieta_arroz_2;dieta_arroz_3;dieta_milho_1;dieta_milho_2;dieta_milho_3;fm993_arroz_1;fm993_arroz_2;fm993_arroz_3;fm993_milho_1;fm993_milho_2;fm993_milho_3;puita_arroz_1;puita_arroz_2;puita_arroz_3;puita_milho_1;puita_milho_2;puita_milho_3
SF1P01147-5-1;0.23;0.52;0;0.67;0.27;0;0.66;0.39;1.14;0.39;0.65;0.49;0.52;0.14;0.2;0.2;0.64;0.95;0.92;0.81;0;0.5;0.66;0;0.62;0.85;0.31;0.53;0.45;0.05
SF1P01148-5-1;0.13;1.33;0;0.65;1.83;0;0.95;0.42;0;0;0.42;0.61;5.27;0.45;0.32;3.5;0.41;0;0;0.19;0;0.6;1.06;0;0;0.28;1.29;0;0.11;0
SF1P01149-5-1;16.12;7.97;0;15.45;8.57;0;9.7;23.51;13.7;15.58;20.76;21.29;8.38;16.4;19.66;6.63;14.41;14.09;16.85;13.13;0;14.72;8.18;0;17.74;12.08;6.18;16.23;12.22;1
SF1P01151-5-1;8.59;62.07;8.04;5.44;62.31;2.1;24.92;20.4;33.12;18.94;17.17;9.64;59.12;20.46;14.91;66.15;25.43;8.65;36.84;9.68;0.34;23.71;10.18;0.09;16.32;33.88;58.73;14.91;13.92;0.8
SF1P01152-5-1;0;0;11.35;0;0;9.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.04;0.05;0;7.81;0;0;0;0;0;6.58
SF1P01153-5-1;9.16;4.73;0;20.44;7.21;0;3.07;3.22;5.36;10.25;9.15;19.6;2.74;3.26;7.02;5.63;8.23;14.31;5.75;7.45;0;9.92;18.94;0;6.48;5.27;3.29;12.52;6.03;1
SF1P01154-5-1;0.91;4.7;0;3.9;2.47;0;5.78;3.01;7.68;2.23;2.56;3.84;2.85;0;0;2.15;3.35;2.14;10.85;0;0;3.33;3.18;0;0;5.46;7.41;2.73;2.16;0.25
SF1P01158-5-1;2.29;3.01;6.46;0.79;3.7;13.96;2.94;1.58;5.85;3.2;1.85;2.9;3.08;2.84;0.29;1.83;2.76;0.74;2.23;1.23;7.11;3.23;1.04;10.89;1.38;2.55;2.65;0.99;3.5;5.97
SF1P01159-5-1;4.58;13.81;4.49;6.03;17.31;8.87;11.82;2.92;23.56;12.91;2.94;27.78;20.88;10.6;1.88;16.15;11.2;3.17;9.23;5.7;2.81;17.04;4.81;1.81;1.81;8.01;13.26;4.74;21.52;1.55
SF1P01164-5-1;2.13;1.8;0;2.33;2.89;0;2.18;1.12;2.4;2.16;0.49;2.41;1.04;1.54;3.42;0.62;2.22;0.83;2.68;4.87;0;2.87;3.61;0;2.54;3.04;1.19;3.11;2.73;0.2
SF1P01171-5-1;0.9;2.68;0;2.35;3.68;0;2.15;2.18;2.37;1.87;3.79;0.96;1.8;2.67;0.63;2.52;3.47;3.76;1.5;1.87;0;2.5;2.39;0;1.46;4.06;1.58;2.41;2.83;0.24
SF1P01173-5-1;10.77;23.76;0;9.36;15.09;0.05;11.47;44.36;20.17;19.28;6.27;22.2;24.25;8.93;3.8;10.31;18.1;3.33;7.34;7.23;0;12.96;10.24;0.12;9.39;8.68;25.27;6.94;14.6;0.47
SF1P01184-5-1;6.97;3.54;0;27.24;3.61;0;1.09;2.44;2.85;21.28;7.18;17.08;0.23;0;36.2;3.7;61.54;136.72;4.9;7.11;0;10.16;10.42;0;34.89;0.67;0.29;65.02;5.58;0.1
SF1P01189-5-1;5.27;9.9;0;0.57;0.39;0;4.05;6.41;14.94;5.38;0.4;0.58;6.98;5.59;19.02;0.36;0.4;0;14.53;6.39;0;5.14;0.93;0;14.52;6.78;8.34;0;2.25;0
SF1P01191-5-1;1.96;6.41;0;1.22;7.77;0;6.96;1;4.6;5.29;1.7;2.25;6.14;6.1;0;6.98;3.31;0.66;2.89;1.5;0;2.73;3.05;0.12;0.63;7.47;6.71;0.49;3.99;0.1
SF1P01200-5-1;1.62;4.18;0;0;2.61;0;0;1.35;0;4.03;0;1.05;7.8;0;0;2.62;0;0;0;0;0;0;5.67;0;0;2.48;7.08;0;0;0
SF1P01201-5-1;1.15;3.64;0;1.56;2.59;0;0.35;1.33;2.31;1.13;0.38;0.31;1.39;0;0;1.87;1.88;0.97;0.46;0.34;0;0.14;3.02;0;0.64;0.34;1.97;2.19;0.58;0
SF1P01209-5-1;3.76;2.1;0;0.68;0;0;0.6;4.92;4;1.96;0.33;0.96;1.35;1.06;3.44;0;0.98;0.84;1.19;1.75;0;2.04;0.48;0;4.14;2.62;1.7;1.27;1.17;0
SF1P01215-5-1;0;0;31.96;0;0;22.18;0;0;0;0;0;0.34;0;0;0;0;0;0;0;0;25.93;0;0;12.58;0;0;0;0;0;20.71
SF1P01216-5-1;0.22;0.3;0;0.19;0.36;0;0.34;0.37;0.82;0.56;0.57;0.55;0.76;1;0.57;0.57;0.37;0.96;0.22;0.66;0;0.34;0.41;0;0;0.74;0.75;0;0.47;0
SF1P01217-5-1;0.5;1.23;0;13.44;1.52;0;0.73;0.39;3.34;0;0;8.85;0;5.89;0;1.83;21.68;1.94;6.61;5.3;0;20.57;49.67;0;0;8.79;7.21;0;5.58;3.61
SF1P01218-5-1;29.27;27.14;0;27.28;54.17;0;14.93;6.52;18.77;27.13;11.56;28.96;36.23;13.06;7.87;54.35;26.81;17.38;14.11;25.23;0.07;19.59;26.47;0;5.08;8.08;28.74;13.97;25.51;2.87
SF1P01220-5-1;5.43;26.98;0.08;12.16;11.18;0;11.69;5.75;13.73;8.46;9.72;22.26;57.9;29.9;4.61;22.29;18.72;6.99;15.18;9.15;0;17.71;16.17;0;7.54;11.75;37.24;3.89;32.67;0.81
SF1P01226-5-1;3.43;1.99;0;2.94;1.05;0;0.98;1.61;3.72;2.67;1.08;1.63;1.47;0.77;1.6;1.76;1.38;1.82;0.86;2.22;0.26;2.09;7.49;0;2.1;3.17;1.03;2.06;1.72;0
SF1P01238-5-1;0.59;0;0;0;0.47;0;0;0.97;0;0;1.96;0.2;1.79;0;2.87;0.88;0.48;2.46;0;0;0;0.36;0;0;1.65;0;0.28;0.94;0;0.28
SF1P01239-5-1;18.93;8.65;0;17.36;21.15;0;4.06;0.9;26.01;38.76;1.72;11.47;10.36;27.67;1.19;13.91;25.3;2.02;26.35;35.11;0.08;25.83;57.87;0;1.84;106.51;13.19;0.25;28.62;2.65
SF1P01241-5-1;0.2;1.89;0;3.84;25.58;0;0.93;0;2.14;10.99;0;1.11;1.85;2.52;0;13.53;8.83;0;1.23;2.41;0;1.86;3.18;0;0.28;12.92;0.99;0;2.46;0.2
SF1P01243-5-1;1.23;0.74;3.67;2.89;1.7;0.42;1.02;12.24;2.63;3.39;9.55;2.53;1.61;1.64;2.68;2.1;2.43;6.14;1.1;3.66;3.16;2.1;1.71;0.22;3.67;1.75;1.29;20.08;2.57;3.31
SF1P01255-5-1;0.98;4.49;0;0;3.17;0;9.15;3.66;30.65;3.62;2.45;4.27;4.17;5.24;1.17;1.87;4.82;0;7.88;0;0;6;1.16;0;4.83;4.76;8.19;0;8.06;0
SF1P01265-5-1;3.12;2.24;0;4.37;2.22;0;1.69;2.41;3.9;4.05;1.6;3;1.91;2.13;5.61;0.99;2.92;8.83;4.02;14.41;0;3.11;3.74;0;10.79;2.4;1.19;6.53;2.93;0.1
SF1P01266-5-1;40.82;25.03;0;61.19;24.85;0;12.21;26.89;15.17;22.04;31.41;18.25;26.63;8.22;23.59;36.96;25.74;36.83;19.59;32.14;0.31;18.43;38.16;0;13.61;7.86;19.36;55.25;25.33;4.25
SF1P01267-5-1;9.87;7.81;0;15.95;22.42;0;3.07;1.03;17.19;24.19;5.17;9.99;5.64;23.44;0.69;12.85;25.63;4.26;19.4;18.86;0.11;21.45;37.55;0;0.68;74.49;10.01;0;23.34;2.19
SF1P01269-5-1;0.82;1.78;0;1.07;3.83;0;2.48;1.7;1.65;2.3;2.59;1.16;2.45;3.3;0.26;2.3;2.2;3.54;2.25;0.61;0;1.36;1.61;0;0.89;3.49;2.16;1.32;2.15;0.3
SF1P01271-5-1;0;0;323.17;0;0;125.12;0;0;0;0;0;0.28;0;0;0;0;0;0;0;0.15;78.89;0.18;0;46.21;0;0;0.1;0;0;72.06
SF1P01276-5-1;0;0;1.1;0;0;0.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56;0;0;3.07;0;0;0;0;0;0.56
SF1P01278-5-1;56.28;21.72;0;2.86;1.11;0;23.35;41.51;61.37;13.25;0.7;2.23;14.12;15.66;107.5;1.52;1.81;1.19;68.43;56.84;0;26.49;2.18;0;64.36;33.21;12.65;3.13;8.34;0
SF1P01290-5-1;19;4.88;0;4.72;8.42;0;2.09;1.85;15.35;5.17;2.2;6.8;5.67;18.07;0.46;2.04;15.13;0.78;18.03;47.22;0;21.32;22.8;0;1.28;82.84;15.12;0.59;25.47;3.38
SF1P01298-5-1;1.74;1.68;8.51;1.79;3.14;5.82;1.31;1.6;1.13;1.69;0.98;1.7;2.17;0.86;1.48;2.19;3.19;0.42;2.5;1.29;7.4;2.56;3.74;4.5;0.54;3.33;2.58;1.25;2.27;7.96
SF1P01309-5-1;5.05;1.09;0;5.93;0.72;0;0.99;7.25;4.46;2.89;9.98;6.85;0.95;1.86;8.34;0.56;2.18;13.63;4.69;2.62;0;6.47;4.27;0;6.39;2.13;1.09;8.9;5.42;0.76
SF1P01310-5-1;0;0;1306.69;0;0;114.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399.16;0.6;0.64;287.53;0;0;0;0;0;309.23
SF1P01316-5-1;1.15;1.81;1.44;1.26;3.36;2.7;1.42;1.75;0.61;5.23;3.44;0.73;5.07;1.3;0;5.13;1.35;0.9;1.04;0.31;2.06;1.94;1.13;2.74;0.72;1.6;2.09;0.34;1.92;2.11
SF1P01319-5-1;0.95;2.98;4.65;0.92;2.76;8.47;3.42;1.19;0.98;1.57;1.49;0.83;2.98;1.85;0.06;3.47;0.62;1.35;1.14;0.73;4.88;1.54;0.8;11.01;0.74;0.93;2.8;1.22;1.69;5.85
SF1P01326-5-1;573.74;256.12;3.46;711.64;248.64;1.86;451.15;774.79;606.58;483.2;741.09;623.75;213.31;627.03;1010.28;267.21;659.38;828.66;672.72;564.68;3.7;501.37;551.34;1.52;1023.19;519.89;299.82;1036.46;432.5;79.52
SF1P01341-5-1;0.46;2.8;0.06;0.8;3.27;0;1.82;0.83;1.42;1.99;1.06;1.19;2.89;1.94;0;3.98;3.03;1.46;1.33;0.69;0;1.45;0.76;0;0.52;1.37;2.55;0.54;1.43;0.08
SF1P01345-5-1;20.46;25.61;0;17.3;17.22;0;22.59;10.95;18.61;26.46;19.94;10.03;30.87;16.77;9.94;22.05;27.31;14.53;18.57;24.13;0;14.82;15.65;0;7.49;10.61;20.21;23.9;19.7;2.01
SF1P01347-5-1;111.45;25.16;0.18;150.23;32.93;0;66.81;81.07;130.71;122.01;65.42;107.94;24.37;104.5;117.17;33.69;189.85;108.43;160.71;149.8;0.47;115.41;140.63;0;80.43;83.84;27.58;144.73;136.69;18.27
SF1P01348-5-1;30.28;1.09;2.9;515.24;13.21;0.85;9.74;23.15;62.47;235.12;189.13;331.13;3.36;9.97;55.41;6.05;215.45;515.95;53.7;83.23;1.21;152.25;470;7.2;291.49;29.97;3.88;280.7;146.02;28.79
SF1P01355-5-1;228.94;383.61;0;2.35;0;0;302.94;129.03;291.07;34.28;0.76;0.23;513.29;255.35;170.5;0.58;0;0;222.75;64.19;0;112.52;40.1;0;23.05;181.77;465.05;0;83.68;0
SF1P01361-5-1;4.55;3.91;0;5.5;7.69;0;0.93;0.57;6.4;8.5;1.19;3.04;2.89;5.8;0.75;3.9;7.6;1.47;6.12;8.97;0.02;6.69;17.99;0;0.9;22.25;3.74;0.34;8.29;0.61
SF1P01363-5-1;0.27;0.36;0;0;0.22;0;0.2;0.78;0.78;0.33;0.23;0.28;0.4;0.72;0;0.2;0.88;0;0;0;0;0.08;0;0;0.37;0.1;0.9;0;0.45;0
SF1P01364-5-1;0;0;0;0;0;0;0;0.53;0;0;0;0.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SF1P01365-5-1;90.87;179.89;0;63.55;221.43;0;589.88;132.39;400.7;297.58;21.69;342.94;255.07;474.32;138.9;229.4;192.88;37.31;341.73;105.42;0.08;289.48;76.91;0;107.34;260.66;179.77;53.27;323.95;3.73
SF1P01370-5-1;36.56;15.44;0;32.37;34.69;0;4.69;1.52;38.23;64;3.72;18.78;15;42.2;0.5;22.08;38.98;4.96;46.17;57.87;0.05;44.06;108.79;0;1.73;164.6;18.93;0;50.32;3.51
SF1P01371-5-1;4.68;3.9;0;2.25;5.5;0;3.53;2.15;5.49;3.82;1.79;9.39;5.89;4.32;4.68;3.96;5.4;3.47;3.7;4.06;0;5.47;3.13;0;2.56;3.28;3.61;3.26;4.91;0.16
SF1P01375-5-1;0;0;3.02;0;0;2.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.82;0;0;2.22;0;0;0;0;0;2.95
SF1P01386-5-1;0.38;0.75;0;0;0.61;0;0.86;0.58;1.1;0.94;0.95;0.39;1;0.68;0;0.84;0.31;0;0.38;0;0;0.34;0.23;0;0.79;1.26;0.91;0;0.32;0
SF1P01390-5-1;0.33;1.43;0;0.58;2.18;0;0.4;0.28;2.76;1.34;0.68;0.29;0.95;2.87;0;1.22;2.21;0;0.4;0.4;0;0.52;0.89;0;0.28;8.47;1.15;0;1.18;0.07
SF1P01393-5-1;77.76;35.38;0.04;51.75;61.66;0.06;23.32;5.08;107.73;78.39;20.08;51.57;34.42;159.41;2.92;34.75;90.61;11.29;109.07;120.76;0.44;94.42;159.89;0;2.72;381.11;57.78;0.45;99.42;8.24
SF1P01395-5-1;0.32;0.21;0;2.39;0.5;0;0.23;0.17;0.22;0.38;0.52;0.97;0.23;0;0;0.46;1.27;4.62;0.62;1.83;0;0.96;2.61;0;1.51;0.45;0.44;0.99;1.17;0.15
SF1P01398-5-1;1.12;3.57;0;0.76;2.12;0;3.36;2.32;3.39;1.87;1.78;1.28;2.86;3.21;0.96;2.31;1.64;0.27;2.1;0.93;0;1.53;1.13;0;1.21;2.18;2.73;1.21;1.67;0.06
SF1P01402-5-1;0;0;3.43;0;0;13.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.24;0;0;9.67;0;0;0;0;0;4.67
SF1P01406-5-1;212.68;153.64;0.21;74.92;62.38;0;120.07;144.92;186.98;111.61;84.83;87.73;104.34;128.17;279.69;32.1;120.03;112.69;183.42;201.9;0;116.7;93.93;0;244.53;136.22;120.97;165.37;130.07;9.34
SF1P01412-5-1;9.28;33.4;6.27;11.35;49.76;4.13;31.24;5.3;14.05;31.29;12.04;17.84;40.67;14.94;1.76;70.75;23.79;8.18;13.28;7.62;6.36;12.31;10.85;6.26;4.44;8.63;32.51;12.55;20.88;6.39
SF1P01417-5-1;0.9;2.43;0;1.29;2.59;0;1.19;0.98;1.48;1.17;1.69;0.64;1.97;0.84;0.73;1.82;1.48;1.85;1.17;1.21;0;0.8;0.76;0;0.87;0.88;1.78;1.39;1.04;0.03
SF1P01418-5-1;8.59;17.36;69.97;13.79;16.71;34.26;16.2;6.44;6.07;18.54;7.76;24.86;15.97;22.78;13.32;21.95;16;22.46;9.17;135.39;48.07;12.76;19.35;34.24;40.34;8.6;14.46;12.16;18.09;57.28
SF1P01420-5-1;4.36;1.86;0;0;2.29;0;2.17;6.67;3.33;3.5;1.58;0;2.92;2.52;3.4;1.66;1.55;0;2.85;2.06;0;1.85;2.25;0;5.33;3.32;2.78;0;1.67;0
SF1P01429-5-1;2.13;0;7.73;8.69;2.85;7.23;2.84;0;0;4.4;5.83;3.44;1.32;3.19;0;8.6;0;6.98;3.33;0;6.98;4.23;6.19;8.79;0;0;0;0;0;7.41
SF1P01433-5-1;3.34;6.69;0;1.48;4.65;0;3.76;3.11;3.3;4.14;3.77;2.39;6.44;1.91;4.48;4.64;3.09;3.69;3.18;1.8;0;2.05;2.54;0;2.97;1.95;5.4;4.91;2.83;0.4
SF1P01436-5-1;0;0;1.2;0;0;3.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.99;0;0;0.88;0;0;0
SF1P01439-5-1;2.35;1.42;0;5.95;4.62;0;0.51;1.24;3.06;5.06;3.25;3.91;1.36;3.86;0.5;2.24;7.22;2.93;2.86;3.09;0.06;4.57;10.15;0;1.07;7.76;1.42;1.4;5.42;0.62
SF1P01441-5-1;4.01;4.2;0;6.07;25.21;0;4.33;0.66;12.54;19.73;1.33;2.97;7.7;27.08;0;14.85;18.38;1.66;9.65;5.82;0;12.23;21.41;0;0;78.3;9.74;0;17.16;0.77
SF1P01443-5-1;52.75;39.26;0;26.83;23.64;0;51.65;21.81;45.58;27.55;6.26;18.52;53.72;35.32;30.89;34.53;42.85;9.88;45.79;62.05;0;29.88;27.24;0;23.37;23.06;36.5;17.25;32.79;2.27
SF1P01450-5-1;1.79;0.5;0;0.82;0.92;0;0.43;0.23;2.07;4.84;0.16;0.4;0.85;2.01;0;0.76;1.86;0;2.11;3.32;0;1.73;7.07;0;0;6.05;0.81;0;2.53;0.18
SF1P01451-5-1;0.16;2.1;61.61;0;1.59;30.5;0.82;0.13;0.17;0.29;0;0.26;2.21;0.56;0.61;2.25;0.13;0;0.7;0.18;108.29;0.21;0.43;55.29;0.27;0.23;1.45;0.63;0.23;88.59
SF1P01452-5-1;3.27;1.38;0;3.92;2.13;0;0.45;1.48;2.35;2.16;4.6;6.11;0.39;0.5;3.82;2.14;4.76;8.91;2.62;2.51;0;3.4;4.22;0;3.01;0.91;0.63;6.07;2.88;0.37
SF1P01453-5-1;0;0;179.34;0;0;36.68;0;0;0;0.17;0;0.19;0;0;0;0;0;0;0;0;215.63;0.63;0;43.47;0;0;0.13;0;0;177
SF1P01459-5-1;57.52;38.07;2.58;47;25.9;4.3;52.06;91.3;69.29;47.19;55.77;49.64;32.71;54.94;71.34;17.22;60.98;65.61;65.77;44.81;2.18;57.45;43.53;4.12;71.31;62.89;41.81;57.98;49.4;4.7
SF1P01466-5-1;2.07;1.64;0;10.59;10.53;0;0.84;0.46;1.63;9.19;4.13;8.85;1.67;0.99;0.28;11.37;4.41;5.28;2.22;3.37;0;5.77;8.24;0;2.24;1.47;1.28;6.47;7.01;0.55
SF1P01468-5-1;18.2;9.95;0;33.57;20.79;0;3.73;2.12;29.89;27.25;6.75;25.85;8.53;27.96;0.9;8.72;31.26;4.86;26.68;28.77;0;29.44;71.7;0;1.47;94.84;12.97;0;40.28;5.08
SF1P01478-5-1;0;0;5.07;0;0;2.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.05;0;0;0;0;0;1.77
SF1P01481-5-1;1.96;1.41;0;8.05;3.43;0;0.46;1;1.56;6.76;3.81;8.21;0.84;0.96;4.05;2.9;7.99;16.77;2.41;3.13;0;4.56;8.73;0;4.21;0.81;1.06;9.22;5.71;0.44
SF1P01484-5-1;1.49;0.52;0;2.42;1.89;0;0.25;1.06;1.64;2.93;1.47;2.18;0.71;0.99;1.72;0.49;3.58;3.39;1.66;1.49;0;2.36;3.99;0;2.86;3.05;0.48;2.16;2.56;0
SF1P01487-5-1;5.24;16.33;0;8.6;12.39;0;8.12;6.11;6.38;5.42;6.73;4.61;18.2;7.26;0.81;16.72;9.09;2.35;5.38;3.81;0.09;5.45;6.09;0;4.3;6.01;13.81;2.35;9.39;0.33
SF1P01500-5-1;1.22;1.37;0.51;2.35;3.59;1.36;0.8;1.12;1.69;2.56;3.38;1.49;0.85;1.91;0.32;1.83;4.31;1.6;1.62;1.28;0.45;3;5.24;0.9;1.3;3.28;1.21;1.32;2.47;0.72
SF1P01504-5-1;7.56;3.95;0;6.23;6.15;0;1.84;0.94;6.93;9.99;1.5;3.7;2.37;9.2;0.33;4.48;9.16;1.78;9.76;11.02;0;10.47;22.67;0;0.29;26.47;4.71;0.14;9.75;0.91
SF1P01509-5-1;26.95;12.21;0;30.33;38.8;0;5.04;2.67;36.28;45.55;12.48;19.85;8.68;51.71;1.32;16.96;64.33;8.37;48.9;42.73;0.16;53.72;95.67;0;1.52;124.09;17.29;0.21;47.2;4.62
SF1P01511-5-1;4.39;6.15;0;6.05;5.05;0;4.33;7.17;7.39;5.75;5.56;4.5;5.89;5.23;7.05;4.82;6.73;6.82;7.21;5.31;0;5.86;6.8;0;6.53;8.34;5.39;8.02;6.81;0.51
SF1P01512-5-1;4.66;2.34;0;1.72;1.3;0;2.01;2.71;3.15;3.17;1.35;1.66;2.04;2.26;7.52;1.09;3.21;2.32;4.9;4.12;0;2.84;3.66;0;4.53;5.36;2.61;2.59;2.47;0
SF1P01520-5-1;42.78;21.8;3.49;4.39;13.73;6.82;22.17;36.15;30.58;10.39;12.73;4.28;31.69;17.74;104.49;14.52;7.13;8.12;26;29.99;6.41;13.93;6.8;5.67;76.23;22.43;22.08;9.32;10.66;8.45
SF1P01523-5-1;44.16;14.11;0;44.4;25.57;0.1;4.72;3.09;31.78;63.08;10.97;28.26;13.6;39.79;1.51;16.6;63.26;9.14;41.53;79.36;0.21;55.41;112.99;0;1.88;128.03;20.65;0.82;58.03;5.89
SF1P01525-5-1;40.96;55.83;0;34.61;63.93;0.08;35.46;18.35;53.14;53.6;27.51;38.87;64.26;64.11;17.54;69.62;60.84;24.66;46.12;50.71;0.26;53.38;76.46;0;14.46;121.56;51.91;21.92;56.84;5.12
SF1P01529-5-1;5.91;2.87;0;1.57;2.13;0;1.16;2.44;2.22;6.38;1.53;2.58;1.15;5.26;3.44;1.14;6.35;0.87;4.42;2.11;0;2.71;4.89;0;1.04;4.98;2.96;0.33;1.7;0.2
SF1P01539-5-1;3.44;0.35;0;2.51;0.78;0;0.67;1.49;2.57;2.63;1.33;1.65;0.97;1.8;1.35;0.66;2.94;0.77;2.59;5.79;0;2.46;6.38;0;1.89;4.28;1.4;1.43;2.38;0.19
SF1P01540-5-1;2.79;1.81;2.86;3.52;2.78;2.31;3.17;4.27;4.15;2.07;8.66;5.61;1.86;3.67;5.18;2.08;5.69;5.72;5.52;4.01;2.69;3.5;5.58;2.8;2.89;4.06;4.58;6.55;7.33;3
SF1P01541-5-1;1.1;0.59;0;1.44;0.63;0;0.99;0.91;1.38;2.35;3.35;4.15;0.49;0.88;1.42;0.64;2.91;3.35;1.53;1.56;0;4.34;1.07;0;3.75;1.21;0.26;2.14;2.62;0.11
SF1P01544-5-1;0;2.77;0;0.42;3.78;0;4.63;1.32;2.15;1.83;0.82;0.43;4.51;3.27;0;5.48;0.6;0;2.2;0.36;0;1.84;1.18;0;0.51;4.04;4.09;1.58;1.33;0
SF1P01547-5-1;4.44;4.76;0;9.38;6.93;0;1.04;3.12;5.2;10.19;5.74;15.66;1.94;1.22;5.55;5.68;10.41;9.45;4.1;5.3;0;7.75;8.43;0;3.57;2.76;3.43;4.93;10.5;1.16
SF1P01550-5-1;0;0;6.57;0;0;3.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.18;0;0;2.62;0;0;0;0;0;5
SF1P01554-5-1;10.08;10.34;0.07;11.11;13.17;0.03;6.27;5.22;10.95;15.22;6.77;5.02;10.53;10.41;3.42;10.86;15.2;6.51;11.46;15.52;0.05;10.61;26.91;0;3.36;30.08;10.15;4.96;11.45;1.31
SF1P01559-5-1;9.71;4.79;4.5;6.12;3.77;7.19;3.15;8.05;10.09;6.36;7.18;5.91;2.46;4.95;10.7;3.1;6.65;15.42;5.91;10.07;3.43;6.8;9.6;7.93;13.47;6.72;4.33;9.45;6.48;2.53
SF1P01565-5-1;1.39;0.75;0.61;1005.78;306.14;0.32;2.36;17.19;38.82;607.39;803.93;1301.66;0.55;0.99;3.98;151.69;909.21;1578.5;84.2;2.92;0.9;467.17;855.43;0;13.22;18.43;0.71;1017.75;541.8;58.59
SF1P01568-5-1;3.57;1.33;0;0;0;0;0;0.84;0.72;0;0;0;0;0.91;5.9;0;0.83;0;1.02;9.56;0;0.93;0.6;0;6.44;0;0;0;0;0
SF1P01586-5-1;54.16;7.57;0;58.57;13.06;0;12.27;78.96;47.25;68.31;14.69;38.39;17.72;21.22;22.48;7.86;29.31;10.4;139.28;14.98;0.12;115.03;17.12;0;56.64;62.17;12.16;57.02;35.43;2.07
SF1P01590-5-1;1.39;13.49;0;1.02;9.55;0;1.03;0.41;3.7;1.03;0.33;2.14;13.91;0.52;0.5;8.8;1.13;0;1.36;2.47;0;2.22;3.55;0;0.41;0.93;10.39;0;4.1;0
SF1P01597-5-1;3.24;0;0;4.58;0.44;0.31;0;2.68;2.32;2.67;3.16;1.66;0.21;0.48;5.95;0.2;0.89;9.05;1.62;3.95;0;1.97;2.26;0;4.15;1.59;0.26;6.88;1.6;0.52
SF1P01598-5-1;2.4;4.91;0;0.82;1.28;0;2.2;0.93;3.66;2.75;0.88;1.65;4.82;2.79;0.87;0.94;1.82;0.74;2.2;2.19;0;1.32;2.29;0;1.31;1.28;4.12;0.51;1.19;0.09
SF1P01606-5-1;77.28;27.1;0;63.36;69.59;0.18;7.47;3.82;63.27;124.24;19.96;48.57;23.55;93.5;5.25;41.06;111.38;12.48;85.21;99.45;0.49;88.67;206.83;0;2.75;344.91;46.82;0.85;87.76;14.47
SF1P01611-5-1;183.01;232.2;0;5.57;1.51;0;63.82;88.74;108.63;40.83;0.61;1.2;97.57;77.55;228.88;9.38;1.93;69.08;137.16;324.95;0;57.79;33.44;0;391.77;125.72;81.91;8.23;31.18;1.09
SF1P01612-5-1;16.18;1.27;0;8.85;2.01;0;1.78;8.64;4.9;8.55;17.16;6.54;1.25;2.17;15.87;1.46;5.4;12.93;6.89;4.97;0;5.51;10.79;0;7;3.81;1.84;11.74;9.49;2.23
SF1P01613-5-1;0;0;0.71;0;0;2.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.24;0;0;0;0;0;1.02
SF1P01614-5-1;48.44;87.69;0.07;29.62;47.53;0.06;55.23;37.55;57.42;47.06;24.95;35.55;83.05;47.19;59.08;49.67;50.77;26.23;50.71;42.55;0.36;42.07;31.11;0.36;47.5;34.22;73.25;37.87;42.34;2.71
SF1P01615-5-1;3.33;18.47;0;9.47;12.22;0;8.99;10.93;30.75;20.19;12.41;13.94;33.26;18.05;15.29;10.87;16.45;4.95;49.15;3.86;0;35.84;2.97;0;10.97;27.53;18.12;11.64;16.42;0.14
SF1P01622-5-1;4.63;12.03;22.09;4.92;9.81;30.24;10.44;6.06;6.37;7.62;8.97;7.02;11.61;6.56;6.4;10.96;8.87;7.5;6.21;4.6;31.24;7.07;6;27.33;5.21;5.75;10.41;6.53;6.9;24.35
SF1P01628-5-1;4.64;7.67;0;9.46;19.53;0;4.61;5.58;10.36;18.71;13.61;33.83;1.96;2.89;12.81;18.8;21.79;19.95;11.86;8.19;0;14.46;7.32;0;11.04;4.62;4.9;23.42;13.87;0.9
SF1P01630-5-1;1.19;7.25;1.63;2.32;3.43;1.35;2.86;0.58;2.89;1.41;0.36;1.85;5.04;2;0.18;4.81;1.04;0;1.54;0.94;0;1.35;2.29;0.93;0.98;0.97;4.08;0.45;2.17;0.38
SF1P01631-5-1;1.34;0.88;0;0.57;0;0;1.54;2.22;2.87;0;0;0;1.8;1.19;0;0;0;0;2.69;0.98;0;1.24;1.6;0;1.88;2.48;0.65;1.06;1.71;0
